MDB,Sovereign / Non-sovereign ,Project name,Project ID,Approval date,Approval year,Country,World Bank Income Level,Investment instrument,Sector (general),Total commitment ($ million),Mitigation sector,Adaptation sector,"Type (mitigation, adaptation or dual-use)",Climate finance ($ million),Mitigation ($ million),Adaptation ($ million),Dual-use ($ million),Climate finance percentage,Source
Inter American Development Bank,Sovereign,Water Supply and Modernization Program,BL-J0005,31/05/2023,2023,Belize,Upper middle income,Grant Facility,,,Water Supply and Wastewater,Water and wastewater systems,Dual,0.7301,0,0,0.7301,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,WATER AND SANITATION PROGRAM FOR RURAL AREAS,BL-J0006,31/05/2023,2023,Belize,Upper middle income,Grant Facility,,,,Water and wastewater systems,Adaptation,0.32032,0,0.32032,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Water Supply and Modernization Program,BL-L1043,31/05/2023,2023,Belize,Upper middle income,Loan,,,Water Supply and Wastewater,Water and wastewater systems,Dual,3.6505,0,0,3.6505,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Water and Sanitation Program for Rural Areas,BL-L1045,31/05/2023,2023,Belize,Upper middle income,Loan,,,,Water and wastewater systems,Adaptation,2.002,0,2.002,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Innovation for the development of XXI century skills in Costa Rica: digital skills with gender focus,CR-T1263,31/05/2023,2023,Costa Rica,Upper middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support to design and implementation of the Strengthening the Ecosystem to Prevent and Address Violence Against Women Program in the Dominican Republic,DR-T1265,31/05/2023,2023,Dominican Republic,Upper middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support for the resilient recovery of Honduras after Tropical Storm Julia,HO-T1424,31/05/2023,2023,Honduras,Lower middle income,Technical Cooperation Project,,,,Other sectors,Adaptation,0.25,0,0.25,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support to the prevention of adolescent pregnancy in Panama,PN-T1296,31/05/2023,2023,Panama,High income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Greening national and sub-national development banks towards Paris alignment,RG-T4274,31/05/2023,2023,Regional,Regional,Technical Cooperation Project,,,Cross-Sectoral Activities,Financial services,Dual,0.26,0,0,0.26,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Aligning Climate Action in Cities with the Paris Agreement,RG-T4279,31/05/2023,2023,Regional,Regional,Technical Cooperation Project,,,Cross-Sectoral Activities,Institutional capacity support or technical assistance,Dual,0.35,0,0,0.35,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program to Improve Chaco-Corrientes Connectivity: New Bridge over the Paraná River - First Individual Operation,AR-L1391,01/11/2023,2023,Argentina,Upper middle income,Loan,,,"Agriculture, Forestry, Land Use and Fisheries",,Mitigation,1.794,1.794,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program to Improve Chaco-Corrientes Connectivity: New Bridge over the Paraná River - First Individual Operation,AR-L1391,01/11/2023,2023,Argentina,Upper middle income,Loan,,,,Institutional capacity support or technical assistance,Adaptation,2.001,0,2.001,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program to Improve Chaco-Corrientes Connectivity: New Bridge over the Paraná River - First Individual Operation,AR-L1391,01/11/2023,2023,Argentina,Upper middle income,Loan,,,,Coastal and riverine infrastructure (including built flood-protection infrastructure),Adaptation,65.412,0,65.412,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Decarbonizing the Brazilian Amazon: Policy Reforms Support,BR-T1539,01/11/2023,2023,Brazil,Upper middle income,Technical Cooperation Project,,,Cross-Sectoral Activities,,Mitigation,1.6,1.6,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support for the Preparation of the Program to Strengthen the Housing Emergency Plan and Containment of the Urban Deficit,CH-T1300,01/11/2023,2023,Chile,High income,Technical Cooperation Project,,,"Buildings, Public Installations and End-Use Energy Efficiency",,Mitigation,0.02,0.02,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support for the Preparation of the Program to Strengthen the Housing Emergency Plan and Containment of the Urban Deficit,CH-T1300,01/11/2023,2023,Chile,High income,Technical Cooperation Project,,,,"Energy, transport and other built environment infrastructure",Adaptation,0.02,0,0.02,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support for the diagnosis and strengthening of the line of action on migration issues of the Housing Emergency Plan and Containment of the Urban Deficit.,CH-T1301,01/11/2023,2023,Chile,High income,Technical Cooperation Project,,,,"Energy, transport and other built environment infrastructure",Adaptation,0.01,0,0.01,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support for the diagnosis and strengthening of the line of action on migration issues of the Housing Emergency Plan and Containment of the Urban Deficit.,CH-T1301,01/11/2023,2023,Chile,High income,Technical Cooperation Project,,,"Buildings, Public Installations and End-Use Energy Efficiency",,Mitigation,0.01,0.01,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Bogotá Metro Line 2 (L2MB),CO-L1282,01/11/2023,2023,Colombia,Upper middle income,Loan,,,Transport,,Mitigation,50,50,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Knowledge Exchange between Chile and Colombia on Programs to Promote Access to Higher Education and Guarantee Quality,CO-T1732,01/11/2023,2023,Colombia,Upper middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Road Infrastructure Program for Regional Competitiveness (PROREGION 2),PE-L1279,01/11/2023,2023,Peru,Upper middle income,Loan,,,,"Energy, transport and other built environment infrastructure",Adaptation,39.6,0,39.6,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program for Fostering Research and Innovation for Productivity,PN-L1183,01/11/2023,2023,Panama,High income,Loan,,,"Buildings, Public Installations and End-Use Energy Efficiency",,Mitigation,8.1725,8.1725,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program for Fostering Research and Innovation for Productivity,PN-L1183,01/11/2023,2023,Panama,High income,Loan,,,"Research, Development and Innovation",Institutional capacity support or technical assistance,Dual,4.24,0,0,4.24,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Tackling Food Insecurity and Fostering Resilience through Safety Net for Vulnerable Populations,HA-J0007,08/11/2023,2023,Haiti,Lower middle income,Grant Facility,,,,Other sectors,Adaptation,18.1,0,18.1,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Productive and export Development Program for the Province of Salta,AR-L1386,15/11/2023,2023,Argentina,Upper middle income,Loan,,,Cross-Sectoral Activities,,Mitigation,1.92,1.92,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Productive and export Development Program for the Province of Salta,AR-L1386,15/11/2023,2023,Argentina,Upper middle income,Loan,,,Cross-Sectoral Activities,,Mitigation,0.19,0.19,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Productive and export Development Program for the Province of Salta,AR-L1386,15/11/2023,2023,Argentina,Upper middle income,Loan,,,"Buildings, Public Installations and End-Use Energy Efficiency",,Mitigation,22.36,22.36,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Institutional capacity building for PPP program implementation in national and subnational public entities in Brazil,BR-T1557,15/11/2023,2023,Brazil,Upper middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Road Infrastructure and Urban Mobility Program: resilient connectivity,CR-L1151,15/11/2023,2023,Costa Rica,Upper middle income,Loan,,,"Buildings, Public Installations and End-Use Energy Efficiency",Agricultural and ecological resources,Dual,1.8675,0,0,1.8675,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Road Infrastructure and Urban Mobility Program: resilient connectivity,CR-L1151,15/11/2023,2023,Costa Rica,Upper middle income,Loan,,,Cross-Sectoral Activities,Other sectors,Dual,4.1625,0,0,4.1625,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Road Infrastructure and Urban Mobility Program: resilient connectivity,CR-L1151,15/11/2023,2023,Costa Rica,Upper middle income,Loan,,,,"Energy, transport and other built environment infrastructure",Adaptation,33.8175,0,33.8175,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Road Infrastructure and Urban Mobility Program: resilient connectivity,CR-L1151,15/11/2023,2023,Costa Rica,Upper middle income,Loan,,,Transport,"Energy, transport and other built environment infrastructure",Dual,6.39,0,0,6.39,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,"Housing solutions for poor and vulnerable population, with emphasis in host and migrant communities",EC-J0007,15/11/2023,2023,Ecuador,Upper middle income,Grant Facility,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Housing solutions for poor and vulnerable population,EC-L1281,15/11/2023,2023,Ecuador,Upper middle income,Loan,,,Cross-Sectoral Activities,Institutional capacity support or technical assistance,Dual,0.26525,0,0,0.26525,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Housing solutions for poor and vulnerable population,EC-L1281,15/11/2023,2023,Ecuador,Upper middle income,Loan,,,"Buildings, Public Installations and End-Use Energy Efficiency",Water and wastewater systems,Dual,14.54631,0,0,14.54631,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Housing solutions for poor and vulnerable population,EC-L1281,15/11/2023,2023,Ecuador,Upper middle income,Loan,,,"Buildings, Public Installations and End-Use Energy Efficiency",,Mitigation,32.33928,32.33928,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support to the sustainability of the Water and Sanitation services built through the Water and Sanitation Program for Human Development - Phase I,GU-T1348,15/11/2023,2023,Guatemala,Upper middle income,Technical Cooperation Project,,,,Water and wastewater systems,Adaptation,0.25,0,0.25,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Better results in education and health spending to leverage growth,RG-T4369,15/11/2023,2023,Regional,Regional,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,"Support the development of IDB's framework to support populations in fragile, violent and conflict-affected situations",RG-T4371,15/11/2023,2023,Regional,Regional,Technical Cooperation Project,,,Cross-Sectoral Activities,Institutional capacity support or technical assistance,Dual,0.075,0,0,0.075,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,"Reducing the Public Health Impact of Pandemics in the Caribbean through Prevention, Preparedness, and Response",RG-T4387,15/11/2023,2023,Regional,Regional,Technical Cooperation Project,,,,Other sectors,Adaptation,0.12022371,0,0.120223709,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,"Program to support safe, inclusive and sustainable mobility in Mexico",ME-L1331,22/11/2023,2023,Mexico,Upper middle income,Loan,,,Cross-Sectoral Activities,Other sectors,Dual,289.98,0,0,289.98,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Strengthening the capacities of the Centers for Productive Innovation and Technology Transfer (CITE) of the Peruvian rainforest for the articulation of Amazonian bioeconomy value chains,PE-T1551,22/11/2023,2023,Peru,Upper middle income,Technical Cooperation Project,,,"Agriculture, Forestry, Land Use and Fisheries",Institutional capacity support or technical assistance,Dual,0.403575,0,0,0.403575,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Program to Strengthen Social Services in Barbados,BA-L1060,29/11/2023,2023,Barbados,High income,Loan,,,,Other sectors,Adaptation,10,0,10,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Strengthening of the Budgetary and Financial Management of State-owned Enterprises (SOEs) in Bolivia,BO-T1418,29/11/2023,2023,Bolivia ,Lower middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,"Support for the strengthening of tax policy and administration, public expenditure management and fiscal sustainability in the Dominican Republic",DR-T1258,29/11/2023,2023,Dominican Republic,Upper middle income,Technical Cooperation Project,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Improvement of the institutional capacity of Banco Agrícola to support the execution of the loan DR-L1157,DR-T1267,29/11/2023,2023,Dominican Republic,Upper middle income,Technical Cooperation Project,,,Cross-Sectoral Activities,Financial services,Dual,0.15,0,0,0.15,,2023 IDB Climate Finance Database
Inter American Development Bank,Sovereign,Support to Human Services in Guyana,GY-L1086,29/11/2023,2023,Guyana,High income,Loan,,,,,,0,0,0,0,,2023 IDB Climate Finance Database
